Unnamed: 0,NAME,HAND_pit,G_SIDE_pit,PA_SIDE_pit,AB_SIDE_pit,H_SIDE_pit,1B_SIDE_pit,2B_SIDE_pit,3B_SIDE_pit,HR_SIDE_pit,TB_SIDE_pit,SO_SIDE_pit,BB_SIDE_pit,HBP_SIDE_pit,SF_SIDE_pit,SH_SIDE_pit,DP_SIDE_pit,FB%_SIDE_pit,GB%_SIDE_pit,LD%_SIDE_pit,POP%_SIDE_pit,ISO_SIDE_pit,AVG_SIDE_pit,OBP_SIDE_pit,SLG_SIDE_pit,TAV_SIDE_pit,BASES_VS_AB_pit
150,HANSEL ROBLES,L,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.011000000000000001,0.0
151,HANSEL ROBLES,R,1,3,3,1,1,0,0,0,1,1,0,0,0,0,0,50.0,0.0,0.0,50.0,0.0,0.33299999999999996,0.33299999999999996,0.33299999999999996,0.24600000000000002,0.3333333333333333
152,HEATH HEMBREE,L,2,4,3,0,0,0,0,0,0,1,1,0,0,0,0,50.0,0.0,50.0,0.0,0.0,0.0,0.25,0.0,0.149,0.25
153,HEATH HEMBREE,R,2,7,7,2,2,0,0,0,2,2,0,0,0,0,0,0.0,40.0,40.0,20.0,0.0,0.28600000000000003,0.28600000000000003,0.28600000000000003,0.324,0.2857142857142857
154,HECTOR NERIS,L,1,4,4,1,0,0,0,1,4,0,0,0,0,0,0,25.0,75.0,0.0,0.0,0.75,0.25,0.25,1.0,0.423,1.0
155,HECTOR NERIS,R,1,1,1,1,0,1,0,0,2,0,0,0,0,0,0,0.0,100.0,0.0,0.0,1.0,1.0,1.0,2.0,1.038,2.0
156,HECTOR RONDON,L,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.001,0.0
157,HECTOR RONDON,R,1,2,2,0,0,0,0,0,0,2,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.003,0.0
158,HECTOR VELAZQUEZ,L,2,4,4,0,0,0,0,0,0,1,0,0,0,0,0,0.0,33.33,0.0,66.67,0.0,0.0,0.0,0.0,-0.013000000000000001,0.0
159,HECTOR VELAZQUEZ,R,2,11,10,4,3,0,0,1,7,2,0,1,0,0,0,12.5,50.0,25.0,12.5,0.3,0.4,0.455,0.7,0.42100000000000004,0.6363636363636364
160,HUNTER STRICKLAND,L,2,5,4,2,0,1,0,1,6,0,0,1,0,0,0,25.0,25.0,50.0,0.0,1.0,0.5,0.6,1.5,0.6920000000000001,1.2
161,HUNTER STRICKLAND,R,2,5,5,0,0,0,0,0,0,3,0,0,0,0,0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.011000000000000001,0.0
162,HYUN-JIN RYU,L,1,4,4,0,0,0,0,0,0,2,0,0,0,0,0,0.0,50.0,0.0,50.0,0.0,0.0,0.0,0.0,-0.005,0.0
163,HYUN-JIN RYU,R,1,18,18,4,1,2,0,1,9,6,0,0,0,0,0,25.0,33.33,25.0,16.67,0.278,0.222,0.222,0.5,0.24600000000000002,0.5
164,IAN KENNEDY,L,2,4,4,0,0,0,0,0,0,1,0,0,0,0,0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.025,0.0
165,IAN KENNEDY,R,2,4,4,2,2,0,0,0,2,0,0,0,0,0,0,0.0,75.0,25.0,0.0,0.0,0.5,0.5,0.5,0.36200000000000004,0.5
166,J.B. WENDELKEN,L,2,3,3,0,0,0,0,0,0,1,0,0,0,0,0,50.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,-0.01,0.0
167,J.B. WENDELKEN,R,2,10,9,2,1,1,0,0,3,2,0,0,1,0,0,50.0,37.5,0.0,12.5,0.111,0.222,0.2,0.33299999999999996,0.305,0.3
168,JACE FRY,L,1,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0.0,100.0,0.0,0.0,0.0,0.0,0.5,0.0,0.256,0.5
169,JACE FRY,R,1,3,2,1,0,1,0,0,2,1,0,0,0,1,0,50.0,50.0,0.0,0.0,0.5,0.5,0.5,1.0,0.43799999999999994,0.6666666666666666
170,JACK FLAHERTY,L,1,10,8,2,1,1,0,0,3,3,1,0,1,0,0,16.67,16.67,50.0,16.67,0.125,0.25,0.3,0.375,0.287,0.4
171,JACK FLAHERTY,R,1,10,10,5,4,0,0,1,8,1,0,0,0,0,0,22.22,55.56,22.22,0.0,0.3,0.5,0.5,0.8,0.47,0.8
172,JACOB BARNES,L,1,2,2,2,2,0,0,0,2,0,0,0,0,0,0,0.0,50.0,50.0,0.0,0.0,1.0,1.0,1.0,0.764,1.0
173,JACOB BARNES,R,1,4,4,1,0,0,0,1,4,1,0,0,0,0,0,66.67,33.33,0.0,0.0,0.75,0.25,0.25,1.0,0.446,1.0
174,JACOB DEGROM,L,1,6,5,1,1,0,0,0,1,3,1,0,0,0,0,0.0,0.0,50.0,50.0,0.0,0.2,0.33299999999999996,0.2,0.198,0.3333333333333333
175,JACOB DEGROM,R,1,17,17,4,3,1,0,0,5,7,0,0,0,0,1,20.0,40.0,40.0,0.0,0.059000000000000004,0.235,0.235,0.294,0.16399999999999998,0.29411764705882354
176,JAKE DIEKMAN,L,2,4,3,0,0,0,0,0,0,0,1,0,0,0,0,0.0,33.33,0.0,66.67,0.0,0.0,0.25,0.0,0.16399999999999998,0.25
177,JAKE DIEKMAN,R,2,2,1,0,0,0,0,0,0,1,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.301,0.0
178,JAKOB JUNIS,L,1,13,12,3,3,0,0,0,3,4,1,0,0,0,0,25.0,50.0,12.5,12.5,0.0,0.25,0.308,0.25,0.218,0.3076923076923077
179,JAKOB JUNIS,R,1,10,10,3,2,0,0,1,6,2,0,0,0,0,1,25.0,62.5,12.5,0.0,0.3,0.3,0.3,0.6,0.28,0.6
180,JAKE MCGEE,L,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.031,0.0
181,JAKE MCGEE,R,1,4,4,2,2,0,0,0,2,0,0,0,0,0,0,0.0,25.0,50.0,25.0,0.0,0.5,0.5,0.5,0.409,0.5
182,JAKE ODORIZZI,L,1,17,16,0,0,0,0,0,0,10,1,0,0,0,0,16.67,33.33,0.0,50.0,0.0,0.0,0.059000000000000004,0.0,0.043,0.05882352941176471
183,JAKE ODORIZZI,R,1,4,3,1,0,0,0,1,4,1,1,0,0,0,0,50.0,50.0,0.0,0.0,1.0,0.33299999999999996,0.5,1.3330000000000002,0.528,1.25
184,JALEN BEEKS,L,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.002,0.0
185,JALEN BEEKS,R,1,12,12,4,2,2,0,0,6,5,0,0,0,0,0,0.0,28.57,71.43,0.0,0.16699999999999998,0.33299999999999996,0.33299999999999996,0.5,0.28300000000000003,0.5
186,JAMES PAXTON,L,1,5,5,2,2,0,0,0,2,2,0,0,0,0,0,0.0,100.0,0.0,0.0,0.0,0.4,0.4,0.4,0.27399999999999997,0.4
187,JAMES PAXTON,R,1,16,15,2,2,0,0,0,2,3,1,0,0,0,1,16.67,50.0,8.33,25.0,0.0,0.133,0.188,0.133,0.111,0.1875
188,JAMESON TAILLON,L,1,12,11,2,1,1,0,0,3,2,1,0,0,0,0,11.11,44.44,44.44,0.0,0.091,0.182,0.25,0.273,0.239,0.3333333333333333
189,JAMESON TAILLON,R,1,14,13,4,1,2,0,1,9,2,1,0,0,0,0,27.27,45.45,18.18,9.09,0.385,0.308,0.35700000000000004,0.6920000000000001,0.35100000000000003,0.7142857142857143
190,JARED HUGHES,L,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.5489999999999999,1.0
191,JARED HUGHES,R,1,4,4,2,2,0,0,0,2,1,0,0,0,0,0,0.0,33.33,66.67,0.0,0.0,0.5,0.5,0.5,0.349,0.5
192,JAVY GUERRA,L,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.012,0.0
193,JAVY GUERRA,R,1,5,5,0,0,0,0,0,0,1,0,0,0,0,0,50.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.013999999999999999,0.0
194,JEANMAR GOMEZ,L,2,3,2,1,0,0,0,1,4,1,0,0,1,0,0,100.0,0.0,0.0,0.0,1.5,0.5,0.33299999999999996,2.0,0.605,1.3333333333333333
195,JEANMAR GOMEZ,R,2,6,4,2,1,1,0,0,3,0,2,0,0,0,0,0.0,75.0,25.0,0.0,0.25,0.5,0.667,0.75,0.415,0.8333333333333334
196,JEFFREY SPRINGS,L,2,6,6,1,0,1,0,0,2,0,0,0,0,0,0,66.67,0.0,33.33,0.0,0.16699999999999998,0.16699999999999998,0.16699999999999998,0.33299999999999996,0.172,0.3333333333333333
197,JEFFREY SPRINGS,R,2,5,3,0,0,0,0,0,0,2,2,0,0,0,0,0.0,100.0,0.0,0.0,0.0,0.0,0.4,0.0,0.221,0.4
198,JESSE BIDDLE,L,1,1,1,1,0,0,0,1,4,0,0,0,0,0,0,100.0,0.0,0.0,0.0,3.0,1.0,1.0,4.0,1.7069999999999999,4.0
199,JESSE BIDDLE,R,1,5,5,0,0,0,0,0,0,2,0,0,0,0,0,33.33,0.0,33.33,33.33,0.0,0.0,0.0,0.0,-0.005,0.0
200,JESSE CHAVEZ,L,1,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0.0,0.0,100.0,0.0,0.0,0.0,0.5,0.0,0.28800000000000003,0.5
201,JESSE CHAVEZ,R,1,3,2,2,1,0,0,1,5,0,1,0,0,0,0,0.0,50.0,50.0,0.0,1.5,1.0,1.0,2.5,0.85,2.0
202,JEURYS FAMILIA,L,2,2,1,0,0,0,0,0,0,1,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.311,0.0
203,JEURYS FAMILIA,R,2,7,6,1,1,0,0,0,1,1,1,0,0,0,0,20.0,40.0,40.0,0.0,0.0,0.16699999999999998,0.28600000000000003,0.16699999999999998,0.276,0.2857142857142857
204,JHOULYS CHACIN,L,1,7,6,1,0,0,0,1,4,1,1,0,0,0,0,20.0,60.0,0.0,20.0,0.5,0.16699999999999998,0.28600000000000003,0.667,0.331,0.7142857142857143
205,JHOULYS CHACIN,R,1,14,13,2,1,0,0,1,5,6,1,0,0,0,0,42.86,28.57,28.57,0.0,0.231,0.154,0.214,0.385,0.222,0.42857142857142855
206,JIMMY YACABONIS,L,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,50.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.023,0.0
207,JIMMY YACABONIS,R,1,11,9,3,3,0,0,0,3,2,2,0,0,0,1,14.29,57.14,14.29,14.29,0.0,0.33299999999999996,0.455,0.33299999999999996,0.24100000000000002,0.4545454545454545
208,JOAKIM SORIA,L,3,7,6,4,3,1,0,0,5,1,0,0,1,0,0,16.67,16.67,66.67,0.0,0.16699999999999998,0.667,0.5710000000000001,0.833,0.556,0.7142857142857143
209,JOAKIM SORIA,R,3,9,6,3,2,1,0,0,4,0,2,1,0,0,0,50.0,0.0,50.0,0.0,0.16699999999999998,0.5,0.667,0.667,0.465,0.6666666666666666
210,JOE BIAGINI,L,1,2,2,0,0,0,0,0,0,1,0,0,0,0,0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.013000000000000001,0.0
211,JOE BIAGINI,R,2,5,5,0,0,0,0,0,0,4,0,0,0,0,0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.013000000000000001,0.0
212,JOE JIMENEZ,L,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.528,1.0
213,JOE JIMENEZ,R,1,3,3,0,0,0,0,0,0,1,0,0,0,0,0,0.0,0.0,50.0,50.0,0.0,0.0,0.0,0.0,0.013999999999999999,0.0
214,JOE KELLY,L,1,5,4,1,1,0,0,0,1,0,1,0,0,0,0,25.0,75.0,0.0,0.0,0.0,0.25,0.4,0.25,0.231,0.4
215,JOE KELLY,R,1,3,3,2,0,1,0,1,6,0,0,0,0,0,0,33.33,33.33,33.33,0.0,1.3330000000000002,0.667,0.667,2.0,0.9309999999999999,2.0
216,JOEY LUCCHESI,L,1,4,4,1,0,1,0,0,2,2,0,0,0,0,0,0.0,50.0,50.0,0.0,0.25,0.25,0.25,0.5,0.249,0.5
217,JOEY LUCCHESI,R,1,17,15,2,1,1,0,0,3,5,2,0,0,0,0,10.0,60.0,30.0,0.0,0.067,0.133,0.235,0.2,0.17,0.29411764705882354
218,JOHN BREBBIA,L,1,2,2,1,1,0,0,0,1,1,0,0,0,0,0,100.0,0.0,0.0,0.0,0.0,0.5,0.5,0.5,0.376,0.5
219,JOHN BREBBIA,R,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.011000000000000001,0.0
220,JOHN GANT,L,2,5,3,0,0,0,0,0,0,1,2,0,0,0,2,0.0,100.0,0.0,0.0,0.0,0.0,0.4,0.0,0.095,0.4
221,JOHN GANT,R,2,4,4,1,1,0,0,0,1,1,0,0,0,0,0,33.33,33.33,33.33,0.0,0.0,0.25,0.25,0.25,0.20800000000000002,0.25
222,JOHN RYAN MURPHY,L,1,10,9,4,1,2,0,1,9,0,1,0,0,0,0,33.33,0.0,44.44,22.22,0.556,0.444,0.5,1.0,0.528,1.0
223,JOHN RYAN MURPHY,R,1,7,5,4,3,0,0,1,7,0,2,0,0,0,0,20.0,20.0,60.0,0.0,0.6,0.8,0.857,1.4,0.7340000000000001,1.2857142857142858
224,JON EDWARDS,R,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,50.0,50.0,0.0,0.0,0.0,0.0,0.01,0.0
225,JON LESTER,L,1,10,9,1,0,1,0,0,2,2,1,0,0,0,0,0.0,42.86,57.14,0.0,0.111,0.111,0.2,0.222,0.16,0.3
226,JON LESTER,R,1,13,12,3,2,0,0,1,6,1,1,0,0,0,0,27.27,27.27,18.18,27.27,0.25,0.25,0.308,0.5,0.26,0.5384615384615384
227,JONATHAN HOLDER,L,1,5,5,1,1,0,0,0,1,0,0,0,0,0,0,40.0,40.0,20.0,0.0,0.0,0.2,0.2,0.2,0.141,0.2
228,JONATHAN HOLDER,R,1,5,5,2,1,1,0,0,3,2,0,0,0,0,0,0.0,100.0,0.0,0.0,0.2,0.4,0.4,0.6,0.43700000000000006,0.6
229,JONNY VENTERS,L,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.005,0.0
230,JORDAN HICKS,L,1,2,2,0,0,0,0,0,0,2,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.013000000000000001,0.0
231,JORDAN HICKS,R,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,-0.011000000000000001,0.0
232,JORDAN ZIMMERMANN,L,1,7,7,0,0,0,0,0,0,3,0,0,0,0,0,50.0,25.0,0.0,25.0,0.0,0.0,0.0,0.0,0.013999999999999999,0.0
233,JORDAN ZIMMERMANN,R,1,15,15,1,1,0,0,0,1,1,0,0,0,0,0,28.57,42.86,21.43,7.14,0.0,0.067,0.067,0.067,0.053,0.06666666666666668
234,JOSE ALVARADO,L,1,2,2,0,0,0,0,0,0,1,0,0,0,0,0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.002,0.0
235,JOSE ALVARADO,R,2,6,5,1,1,0,0,0,1,2,1,0,0,0,0,0.0,66.67,0.0,33.33,0.0,0.2,0.33299999999999996,0.2,0.215,0.3333333333333333
236,JOSE ALVAREZ,L,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.005,0.0
237,JOSE BERRIOS,L,1,18,17,2,1,1,0,0,3,6,1,0,0,0,0,18.18,45.45,9.09,27.27,0.059000000000000004,0.11800000000000001,0.16699999999999998,0.17600000000000002,0.127,0.2222222222222222
238,JOSE BERRIOS,R,1,8,8,0,0,0,0,0,0,4,0,0,0,0,0,75.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.009000000000000001,0.0
239,JOSE LECLERC,L,1,2,2,1,1,0,0,0,1,0,0,0,0,0,0,0.0,100.0,0.0,0.0,0.0,0.5,0.5,0.5,0.326,0.5
240,JOSE LECLERC,R,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,50.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.023,0.0
241,JOSE QUINTANA,L,1,12,10,3,2,1,0,0,4,6,2,0,0,0,0,25.0,25.0,50.0,0.0,0.1,0.3,0.41700000000000004,0.4,0.281,0.5
242,JOSE QUINTANA,R,1,8,7,3,2,1,0,0,4,2,1,0,0,0,0,20.0,80.0,0.0,0.0,0.14300000000000002,0.429,0.5,0.5710000000000001,0.335,0.625
243,JOSE URENA,L,1,13,12,4,2,2,0,0,6,1,1,0,0,0,1,36.36,18.18,36.36,9.09,0.16699999999999998,0.33299999999999996,0.385,0.5,0.309,0.5384615384615384
244,JOSE URENA,R,1,11,11,5,1,3,0,1,11,1,0,0,0,0,0,20.0,40.0,30.0,10.0,0.545,0.455,0.455,1.0,0.6509999999999999,1.0
245,JOSH HADER,R,2,9,9,0,0,0,0,0,0,7,0,0,0,0,0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.012,0.0
246,JOSHUA JAMES,L,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.038,0.0
247,JOSHUA JAMES,R,1,3,2,1,1,0,0,0,1,0,1,0,0,0,0,0.0,50.0,0.0,50.0,0.0,0.5,0.667,0.5,0.41,0.6666666666666666
248,JOSH TOMLIN,L,1,2,2,1,1,0,0,0,1,0,0,0,0,0,0,0.0,50.0,50.0,0.0,0.0,0.5,0.5,0.5,0.368,0.5
249,JOSH TOMLIN,R,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0.0,0.0,0.0,100.0,0.0,1.0,1.0,1.0,0.74,1.0
250,JUAN NICASIO,L,1,2,2,0,0,0,0,0,0,1,0,0,0,0,0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.006,0.0
251,JUAN NICASIO,R,1,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0.0,100.0,0.0,0.0,0.0,0.0,0.5,0.0,0.318,0.5
252,JULIO TEHERAN,L,1,7,7,2,2,0,0,0,2,3,0,0,0,0,0,0.0,100.0,0.0,0.0,0.0,0.28600000000000003,0.28600000000000003,0.28600000000000003,0.2,0.2857142857142857
253,JULIO TEHERAN,R,1,14,12,2,1,0,0,1,5,4,2,0,0,0,0,62.5,37.5,0.0,0.0,0.25,0.16699999999999998,0.28600000000000003,0.41700000000000004,0.235,0.5
254,JUNIOR GUERRA,L,2,4,4,1,0,0,0,1,4,0,0,0,0,0,0,25.0,0.0,25.0,50.0,0.75,0.25,0.25,1.0,0.435,1.0
